gender,agegroup,race,incomelevel,educationl,workingstatus,state,vote_trump,voteintention
Male,30-44,White,Lower income,Some College,Working,CA,0,Biden
Female,55-64,White,Lower income,Some College,Not working,MS,1,Trump
Male,65+,Black,Middle income,College Degree,Not working,CA,0,Biden
Female,30-44,White,Lower income,High School Graduate,Not working,MO,0,Biden
Male,18-29,Black,Lower income,Some College,Not working,IL,0,Biden
Male,45-54,White,Middle income,College Degree,Working,FL,0,Biden
Female,18-29,Others,Lower income,College Degree,Working,TX,0,Biden
Male,55-64,White,Middle income,Doctorate degree,Working,AR,1,Trump
Female,30-44,Black,Lower income,High School Graduate,Working,CA,0,Biden
Female,30-44,White,Lower income,Some College,Working,FL,0,Biden
Male,30-44,Black,Middle income,High School Graduate,Not working,FL,1,Trump
Male,18-29,Black,Lower income,High School Graduate,Working,NY,0,Biden
Female,55-64,White,Middle income,Some College,Not working,TX,0,Biden
Male,30-44,Others,Upper income,College Degree,Working,CA,0,Biden
Male,65+,White,Middle income,College Degree,Not working,NY,1,Trump
Male,30-44,White,Middle income,College Degree,Working,PA,0,Biden
Female,65+,White,Lower income,College Degree,Not working,IL,1,Trump
Male,65+,White,Upper income,College Degree,Not working,NY,0,Biden
Female,55-64,White,Lower income,High School Graduate,Not working,GA,1,Trump
Male,55-64,White,Middle income,High School Graduate,Working,MO,1,Trump
Female,30-44,White,Middle income,Masters degree,Working,NJ,1,Trump
Male,55-64,White,Upper income,Some College,Not working,WA,1,Trump
Female,45-54,White,Middle income,Some College,Not working,TX,1,Trump
Male,30-44,White,Middle income,Masters degree,Working,KY,0,Biden
Female,65+,White,Middle income,Some College,Working,FL,1,Trump
Male,55-64,White,Middle income,Some College,Working,IN,0,Biden
Female,65+,White,Middle income,College Degree,Not working,NY,0,Biden
Female,30-44,White,Lower income,College Degree,Working,CT,0,Biden
Male,18-29,White,Middle income,High School Graduate,Working,NJ,1,Trump
Male,30-44,Others,Lower income,High School Graduate,Working,CA,0,Biden
Female,55-64,White,Middle income,High School Graduate,Working,IA,1,Trump
Female,45-54,White,Lower income,High School Graduate,Working,PA,0,Biden
Female,18-29,White,Middle income,High School Graduate,Not working,AZ,1,Trump
Female,55-64,White,Middle income,High School Graduate,Not working,MI,1,Trump
Male,45-54,White,Lower income,Some College,Not working,IA,0,Biden
Female,18-29,White,Lower income,High School Graduate,Not working,TN,0,Biden
Male,18-29,White,Middle income,High School Graduate,Not working,VA,1,Trump
Female,30-44,Others,Lower income,Some College,Not working,NM,0,Biden
Male,45-54,White,Upper income,Masters degree,Working,MO,0,Biden
Female,30-44,White,Middle income,Doctorate degree,Working,CA,0,Biden
Male,30-44,White,Upper income,College Degree,Working,VA,0,Biden
Female,65+,Black,Lower income,Some College,Not working,MI,0,Biden
Male,55-64,White,Middle income,Doctorate degree,Working,FL,0,Biden
Male,65+,White,Middle income,College Degree,Working,PA,1,Trump
Male,18-29,White,Upper income,Masters degree,Working,CO,0,Biden
Female,30-44,Others,Middle income,Masters degree,Working,CA,0,Biden
Female,18-29,Black,Lower income,College Degree,Working,NY,0,Biden
Male,45-54,White,Upper income,College Degree,Working,MD,1,Trump
Female,65+,White,Middle income,Some College,Not working,MA,0,Biden
Female,45-54,Black,Middle income,Some College,Working,CA,0,Biden
Male,30-44,White,Upper income,College Degree,Working,MO,0,Biden
Male,65+,White,Upper income,Some College,Not working,WA,0,Biden
Female,45-54,White,Lower income,High School Graduate,Not working,NH,1,Trump
Female,30-44,Others,Middle income,College Degree,Working,CA,0,Biden
Female,30-44,Black,Middle income,High School Graduate,Working,CT,1,Trump
Male,30-44,White,Middle income,College Degree,Working,NJ,0,Biden
Male,18-29,Others,Upper income,High School Graduate,Not working,CA,0,Biden
Male,45-54,White,Middle income,College Degree,Working,KS,1,Trump
Female,65+,Others,Middle income,High School Graduate,Working,TX,1,Trump
Female,55-64,White,Lower income,High School Graduate,Not working,WV,0,Biden
Male,55-64,Black,Middle income,Some College,Working,NY,0,Biden
Female,18-29,White,Upper income,College Degree,Working,TX,1,Trump
Female,30-44,Black,Lower income,High School Graduate,Not working,GA,0,Biden
Female,55-64,White,Lower income,College Degree,Not working,LA,1,Trump
Male,30-44,White,Middle income,Some College,Working,TX,0,Biden
Male,18-29,White,Lower income,Some College,Working,OH,1,Trump
Male,18-29,White,Lower income,High School Graduate,Working,RI,0,Biden
Female,30-44,White,Lower income,High School Graduate,Not working,WI,0,Biden
Female,30-44,White,Lower income,High School Graduate,Not working,MO,1,Trump
Male,30-44,White,Middle income,College Degree,Working,VA,0,Biden
Female,30-44,Black,Upper income,College Degree,Not working,GA,0,Biden
Female,30-44,Black,Middle income,Masters degree,Working,NY,0,Biden
Female,18-29,Black,Lower income,High School Graduate,Not working,WI,0,Biden
Male,65+,White,Upper income,College Degree,Not working,MO,1,Trump
Male,18-29,White,Middle income,High School Graduate,Not working,FL,1,Trump
Male,45-54,Others,Middle income,College Degree,Working,OK,1,Trump
Female,55-64,White,Lower income,College Degree,Not working,PA,0,Biden
Female,30-44,White,Middle income,Some College,Working,AZ,1,Trump
Male,65+,White,Middle income,College Degree,Not working,IL,0,Biden
Male,18-29,White,Lower income,High School Graduate,Working,MI,0,Biden
Female,30-44,White,Upper income,College Degree,Working,NJ,1,Trump
Male,18-29,White,Middle income,Doctorate degree,Working,CA,1,Trump
Female,55-64,White,Lower income,High School Graduate,Not working,KS,1,Trump
Male,18-29,White,Lower income,High School Graduate,Working,TX,0,Biden
Male,45-54,White,Middle income,College Degree,Working,IN,0,Biden
Female,45-54,Black,Lower income,High School Graduate,Not working,IN,0,Biden
Female,18-29,Others,Lower income,Some College,Working,WI,0,Biden
Female,30-44,White,Middle income,Some College,Not working,NC,1,Trump
Female,30-44,White,Middle income,Some College,Working,ID,0,Biden
Female,18-29,Black,Lower income,High School Graduate,Working,FL,0,Biden
Female,18-29,Others,Lower income,Masters degree,Working,FL,0,Biden
Male,30-44,White,Lower income,College Degree,Not working,AZ,0,Biden
Female,30-44,White,Middle income,Masters degree,Working,PA,1,Trump
Male,65+,White,Middle income,Some College,Not working,CO,0,Biden
Male,55-64,White,Middle income,Masters degree,Not working,NE,1,Trump
Male,30-44,White,Middle income,Doctorate degree,Working,CA,0,Biden
Female,18-29,Others,Upper income,Some College,Not working,WA,0,Biden
Male,30-44,White,Middle income,College Degree,Working,WI,0,Biden
Male,65+,White,Upper income,Some College,Working,NJ,1,Trump
Female,30-44,Others,Middle income,College Degree,Working,TX,0,Biden
Male,30-44,White,Upper income,College Degree,Working,OK,1,Trump
Female,55-64,Black,Middle income,College Degree,Not working,AL,0,Biden
Male,45-54,White,Middle income,College Degree,Working,OK,0,Biden
Male,55-64,White,Middle income,Some College,Working,IL,1,Trump
Female,55-64,White,Upper income,College Degree,Not working,DE,0,Biden
Female,55-64,White,Middle income,High School Graduate,Working,NH,0,Biden
Male,30-44,White,Upper income,Masters degree,Working,DC,1,Trump
Male,65+,White,Lower income,Some College,Not working,CT,0,Biden
Male,30-44,White,Middle income,College Degree,Working,AL,0,Biden
Male,65+,Others,Upper income,Some College,Not working,TX,1,Trump
Female,18-29,Others,Lower income,High School Graduate,Not working,MD,0,Biden
Male,18-29,White,Lower income,High School Graduate,Working,MD,0,Biden
Male,18-29,White,Lower income,Some College,Working,CT,0,Biden
Female,55-64,White,Lower income,High School Graduate,Not working,TN,0,Biden
Female,30-44,White,Lower income,High School Graduate,Not working,OR,0,Biden
Female,45-54,Black,Lower income,High School Graduate,Working,CA,0,Biden
Male,55-64,White,Middle income,Masters degree,Working,PA,0,Biden
Male,65+,White,Middle income,Some College,Working,FL,0,Biden
Female,55-64,Black,Lower income,College Degree,Not working,TX,0,Biden
Male,18-29,White,Middle income,Some College,Working,WI,1,Trump
Male,45-54,White,Middle income,College Degree,Working,PA,0,Biden
Male,55-64,White,Lower income,High School Graduate,Not working,MI,0,Biden
Female,18-29,White,Lower income,Some College,Working,CA,1,Trump
Male,65+,White,Lower income,High School Graduate,Not working,PA,1,Trump
Female,30-44,White,Middle income,Some College,Working,IL,0,Biden
Male,30-44,White,Middle income,Masters degree,Working,CO,1,Trump
Male,65+,Black,Lower income,Some College,Not working,OH,0,Biden
Female,55-64,White,Middle income,High School Graduate,Not working,GA,1,Trump
Female,30-44,White,Middle income,High School Graduate,Working,OH,0,Biden
Male,30-44,Others,Lower income,High School Graduate,Working,WA,0,Biden
Male,65+,White,Upper income,Doctorate degree,Not working,NJ,1,Trump
Female,30-44,White,Lower income,Some College,Not working,OR,1,Trump
Male,30-44,White,Middle income,Some College,Working,MN,0,Biden
Male,30-44,White,Middle income,College Degree,Working,MN,1,Trump
Male,30-44,White,Lower income,High School Graduate,Working,VT,0,Biden
Male,65+,White,Lower income,High School Graduate,Not working,FL,0,Biden
Female,30-44,White,Lower income,Some College,Working,IA,0,Biden
Male,45-54,Black,Middle income,High School Graduate,Working,OH,0,Biden
Male,65+,White,Middle income,High School Graduate,Not working,OR,0,Biden
Male,55-64,White,Middle income,Some College,Working,WA,1,Trump
Female,65+,White,Middle income,College Degree,Not working,NY,0,Biden
Male,30-44,White,Upper income,Doctorate degree,Working,MN,1,Trump
Male,45-54,Black,Middle income,College Degree,Working,FL,0,Biden
Female,45-54,White,Middle income,College Degree,Working,NE,1,Trump
Male,45-54,White,Middle income,College Degree,Working,OH,0,Biden
Female,30-44,White,Lower income,High School Graduate,Working,ND,0,Biden
Female,18-29,Others,Middle income,High School Graduate,Not working,CA,0,Biden
Female,18-29,Others,Lower income,High School Graduate,Working,MA,0,Biden
Male,65+,White,Lower income,College Degree,Not working,WA,0,Biden
Male,30-44,Black,Middle income,Some College,Working,IL,0,Biden
Female,45-54,Black,Middle income,Masters degree,Not working,TX,0,Biden
Female,55-64,White,Middle income,Some College,Not working,GA,0,Biden
Male,30-44,White,Lower income,High School Graduate,Not working,GA,1,Trump
Female,55-64,Black,Lower income,Some College,Not working,TX,0,Biden
Female,55-64,Black,Lower income,High School Graduate,Not working,NY,0,Biden
Male,30-44,White,Middle income,College Degree,Working,NJ,1,Trump
Male,55-64,White,Upper income,College Degree,Working,VA,0,Biden
Male,55-64,White,Lower income,College Degree,Not working,CA,1,Trump
Female,55-64,White,Upper income,Some College,Working,FL,0,Biden
Female,18-29,White,Middle income,High School Graduate,Not working,TX,0,Biden
Female,65+,White,Middle income,Some College,Working,NY,1,Trump
Female,55-64,White,Middle income,Masters degree,Working,TX,0,Biden
Female,55-64,Black,Middle income,College Degree,Working,IL,0,Biden
Male,30-44,White,Middle income,College Degree,Working,FL,0,Biden
Male,30-44,White,Middle income,College Degree,Not working,NJ,1,Trump
Female,45-54,White,Middle income,College Degree,Working,VA,1,Trump
Male,45-54,Others,Middle income,College Degree,Working,HI,0,Biden
Female,30-44,Black,Lower income,High School Graduate,Not working,SC,0,Biden
Female,30-44,White,Lower income,College Degree,Working,MS,1,Trump
Male,65+,Black,Upper income,College Degree,Not working,NC,0,Biden
Female,30-44,White,Middle income,High School Graduate,Not working,KY,1,Trump
Female,45-54,Others,Middle income,High School Graduate,Working,NY,0,Biden
Male,55-64,White,Upper income,Some College,Working,NJ,1,Trump
Female,30-44,White,Lower income,Some College,Not working,CA,1,Trump
Male,65+,White,Middle income,Some College,Not working,VA,0,Biden
Female,65+,White,Lower income,Some College,Not working,KS,1,Trump
Female,45-54,White,Lower income,High School Graduate,Not working,NJ,0,Biden
Female,45-54,White,Middle income,Some College,Working,NE,0,Biden
Male,30-44,White,Middle income,College Degree,Working,NY,0,Biden
Female,30-44,White,Middle income,Some College,Working,MT,1,Trump
Female,30-44,Black,Upper income,College Degree,Working,GA,0,Biden
Female,65+,White,Middle income,Some College,Not working,FL,1,Trump
Female,18-29,White,Middle income,College Degree,Working,WA,0,Biden
Male,55-64,White,Upper income,College Degree,Working,NJ,0,Biden
Male,30-44,Others,Middle income,Some College,Working,IL,0,Biden
Female,18-29,Black,Lower income,High School Graduate,Working,OH,0,Biden
Female,45-54,White,Upper income,Masters degree,Working,NY,0,Biden
Female,18-29,Black,Middle income,High School Graduate,Working,MO,0,Biden
Female,18-29,White,Lower income,High School Graduate,Working,CO,0,Biden
Male,30-44,Black,Lower income,High School Graduate,Not working,NY,0,Biden
Male,55-64,White,Lower income,High School Graduate,Not working,MI,1,Trump
Female,30-44,White,Upper income,College Degree,Working,TX,1,Trump
Male,65+,White,Middle income,Masters degree,Not working,CT,0,Biden
Female,18-29,White,Lower income,Some College,Not working,WV,0,Biden
Male,45-54,White,Upper income,Masters degree,Working,NY,1,Trump
Female,30-44,Black,Middle income,High School Graduate,Not working,IN,1,Trump
Male,18-29,White,Lower income,High School Graduate,Working,AZ,0,Biden
Female,18-29,Others,Middle income,Some College,Working,OH,0,Biden
Female,18-29,White,Lower income,High School Graduate,Not working,SD,0,Biden
Female,18-29,White,Lower income,Some College,Not working,WI,1,Trump
Female,18-29,White,Lower income,Some College,Working,OH,0,Biden
Male,18-29,White,Lower income,Some College,Working,CA,0,Biden
Female,30-44,White,Middle income,Some College,Working,PA,1,Trump
Female,18-29,White,Middle income,Some College,Working,KY,0,Biden
Female,30-44,White,Middle income,Masters degree,Working,IA,0,Biden
Female,55-64,White,Middle income,College Degree,Working,SD,1,Trump
Female,55-64,White,Lower income,Masters degree,Not working,TX,0,Biden
Female,30-44,White,Lower income,College Degree,Working,PA,0,Biden
Female,30-44,White,Lower income,High School Graduate,Working,NY,0,Biden
Female,45-54,White,Middle income,High School Graduate,Working,SC,1,Trump
Female,30-44,White,Upper income,Some College,Working,WI,0,Biden
Female,45-54,White,Middle income,Masters degree,Working,KS,1,Trump
Female,30-44,White,Lower income,Some College,Not working,NY,0,Biden
Female,55-64,White,Lower income,College Degree,Not working,PA,0,Biden
Female,30-44,White,Middle income,College Degree,Working,IA,0,Biden
Male,55-64,White,Upper income,College Degree,Working,NY,0,Biden
Female,30-44,White,Lower income,College Degree,Working,TX,0,Biden
Female,45-54,White,Middle income,High School Graduate,Working,CA,0,Biden
Female,30-44,White,Upper income,Doctorate degree,Working,DC,1,Trump
Male,55-64,Black,Lower income,High School Graduate,Working,GA,0,Biden
Female,55-64,White,Lower income,Some College,Working,MI,0,Biden
Female,45-54,White,Upper income,Some College,Working,OR,0,Biden
Female,45-54,Others,Middle income,College Degree,Working,CT,1,Trump
Female,65+,White,Middle income,Some College,Not working,IN,0,Biden
Female,55-64,White,Lower income,Some College,Working,OR,0,Biden
Male,65+,White,Lower income,Masters degree,Not working,CA,1,Trump
Female,45-54,White,Lower income,Some College,Working,WA,0,Biden
Female,65+,White,Middle income,College Degree,Not working,IL,0,Biden
